Title,Authors,Price,Stars,Number of Reviews,Country
Pattern Recognition and Machine Learning  ,[],96.1953452651252,1,261,Australia
Applications of Optimization and Machine Learning in Image Processing and IoT  ,[],86.0,1,210,Australia
Ultimate Step by Step Guide to Data Science Using Python: Real Word Use Cases with Downloadable Code Examples (Ultimate Step by Step Guide to Machine Learning Book 3)  ,[],0.0,3,217,Australia
Artificial Intelligence and Machine Learning for Business: A No-Nonsense Guide to Data Driven Technologies  ,[],0.0,3,314,Australia
The Master Algorithm: How the Quest for the Ultimate Learning Machine Will Remake Our World  ,[],15.0,4,139,Australia
Artificial Intelligence and Machine Learning for Business: A No-Nonsense Guide to Data Driven Technologies  ,[],41.0,5,451,Australia
Hands-On Machine Learning with R  ,[],147.0,2,223,Australia
Machine Learning Book: Make Informed Strategic Decisions For Yourself And Your Company  ,[],7.0,1,231,Australia
"Machine Intelligence: Demystifying Machine Learning, Neural Networks and Deep Learning  ",[],40.0,1,43,Australia
EEG Signal Processing and Machine Learning  ,[],192.0,1,34,Australia
Machine Learning and the Internet of Things in Education: Models and Applications (Studies in Computational Intelligence Book 1115)  ,[],203.0,2,386,Australia
Machine Learning: Interview Questions and Answers (Advanced Topics in Machine Learning Book 1)  ,[],11.0,5,263,Australia
"Sustainable Development through Machine Learning, AI and IoT: First International Conference, ICSD 2023, Delhi, India, July 15–16, 2023, Revised Selected ... Computer and Information Science Book 1939)  ",[],101.0,2,280,Australia
"Artificial Neural Networks and Machine Learning – ICANN 2023: 32nd International Conference on Artificial Neural Networks, Heraklion, Crete, Greece, September ... Notes in Computer Science Book 14263)  ",[],109.0,3,61,Australia
Generative Deep Learning  ,[],51.0,5,328,Australia
A Primer to the 42 Most commonly used Machine Learning Algorithms (With Code Samples).  ,[],11.0,3,76,Australia
Machine Learning in Business: An Introduction to the World of Data Science  ,[],31.0,4,6,Australia
Machine Learning: A Bayesian and Optimization Perspective  ,[],45.0,4,301,Australia
Artificial Intelligence and Machine Learning for Business: A No-Nonsense Guide to Data Driven Technologies  ,[],21.0,2,389,Australia
AWS Certified Machine Learning Study Guide: Specialty (MLS-C01) Exam  ,[],63.0,2,129,Australia
"Machine Learning with R: Expert techniques for predictive modeling to solve all your data analysis problems, 2nd Edition  ",[],60.0,4,245,Australia
"Foundations of Machine Learning, second edition  ",[],150.0,1,12,Australia
The Hundred-Page Machine Learning Book en français  ,[],66.0,5,6,Australia
Machine Learning on Kubernetes: A practical handbook for building and using a complete open source machine learning platform on Kubernetes  ,[],66.0,5,159,Australia
"Learning OpenCV 4 Computer Vision with Python 3: Get to grips with tools, techniques, and algorithms for computer vision and machine learning, 3rd Edition  ",[],63.0,4,358,Australia
Feature Engineering for Machine Learning: Principles and Techniques for Data Scientists  ,[],81.0,2,425,Australia
Python Machine Learning: Complete and Clear Introduction to the Basics of Machine Learning with Python. Comprehensive Guide to Data Science and Analytics.  ,[],21.0,5,319,Australia
"Machine Learning: The Ultimate Guide to Machine Learning, Neural Networks and Deep Learning for Beginners Who Want to Understand Applications, Artificial Intelligence, Data Mining, Big Data and More  ",[],27.0,5,215,Australia
Machine Learning and Big Data with kdb+/q  ,[],100.0,3,456,Australia
The Shape of Data: Geometry-Based Machine Learning and Data Analysis in R  ,[],40.0,2,305,Australia
Automated Machine Learning with AutoKeras: Deep learning made accessible for everyone with just few lines of coding  ,[],75.0,4,208,Australia
"Machine Learning in Clinical Neuroimaging: 6th International Workshop, MLCN 2023, Held in Conjunction with MICCAI 2023, Vancouver, BC, Canada, October ... Notes in Computer Science Book 14312)  ",[],72.0,2,105,Australia
Machine Learning with Python: Theory and Implementation  ,[],89.79070002875412,3,109,Australia
Machine Learning Algorithms: Adversarial Robustness in Signal Processing  ,[],258.0,5,395,Australia
Machine Learning and Security: Protecting Systems with Data and Algorithms  ,[],84.0,4,196,Australia
Neural Networks and Deep Learning: A Textbook  ,[],128.0,2,197,Australia
Graph Machine Learning: Take graph data to the next level by applying machine learning techniques and algorithms  ,[],89.0,5,392,Australia
Machine Learning: Architecture in the age of Artificial Intelligence  ,[],62.0,5,273,Australia
"Machine Learning: For Beginners - Your Starter Guide For Data Management, Model Training, Neural Networks, Machine Learning Algorithms  ",[],0.0,5,235,Australia
Pattern Recognition and Machine Learning  ,[],63.19564763207814,5,313,Australia
Introduction to Machine Learning with R: Rigorous Mathematical Analysis  ,[],70.0,4,312,Australia
The Complete Python Course For Machine Learning Engineers: Two in one pack of mastering python for machine learning  ,[],0.0,5,263,Australia
PYTHON: 2 books in 1 : Learn python programming for beginners and machine learning  ,[],0.0,2,256,Australia
Ultimate Step by Step Guide to Machine Learning Using Python: Predictive modelling concepts explained in simple terms for beginners  ,[],0.0,5,180,Australia
"Machine Learning: An Algorithmic Perspective, Second Edition (Chapman & Hall/Crc Machine Learning & Pattern Recognition)  ",[],133.0,2,422,Australia
"""Machine Learning: A Comprehensive Guide from Fundamentals to Advanced Techniques""  ",[],0.0,1,421,Australia
Pragmatic Machine Learning with Python: Learn How to Deploy Machine Learning Models in Production (English Edition)  ,[],53.0,3,375,Australia
A Practical Guide to Quantum Machine Learning and Quantum Optimization: Hands-on Approach to Modern Quantum Algorithms  ,[],55.0,4,475,Australia
Machine Learning: 4 Books in 1: A Complete Overview for Beginners to Master the Basics of Python Programming and Understand How to Build Artificial Intelligence Through Data Science  ,[],39.0,5,270,Australia
"Inside Deep Learning: Math, Algorithms, Models  ",[],47.765357003592506,3,96,Australia
ABCs of Machine Learning (Tinker Toddlers): STEAM Book to Kick-Start Your Future Genius!  ,[],0.0,2,167,Australia
"Machine Learning and Knowledge Discovery in Databases: Research Track: European Conference, ECML PKDD 2023, Turin, Italy, September 18–22, 2023, Proceedings, ... Notes in Computer Science Book 14170)  ",[],126.0,2,131,Australia
"Machine Learning and Knowledge Discovery in Databases: Research Track: European Conference, ECML PKDD 2023, Turin, Italy, September 18–22, 2023, Proceedings, ... Notes in Computer Science Book 14172)  ",[],126.0,2,388,Australia
Practical Machine Learning in R  ,[],47.0,3,469,Australia
Practical Python for Machine Learning and Data Science: Best Projects and Examples with Python  ,[],11.0,4,374,Australia
Supervised Machine Learning for Text Analysis in R  ,[],86.0,4,57,Australia
"Ethical Machines: Your Concise Guide to Totally Unbiased, Transparent, and Respectful AI  ",[],35.0,4,313,Australia
Machine Learning With Random Forests And Decision Trees: A Visual Guide For Beginners  ,[],0.0,1,136,Australia
Text as Data: A New Framework for Machine Learning and the Social Sciences  ,[],48.0,2,76,Australia
Microsoft Servers on AWS (AWS Quick Start)  ,[],0.0,5,74,Australia
Deep Learning from Scratch: Building with Python from First Principles  ,[],69.0,3,366,Australia
Handbook of Evolutionary Machine Learning (Genetic and Evolutionary Computation)  ,[],296.0,2,167,Australia
Introduction to Machine Learning  ,[],21.0,5,278,Australia
A Primer to the 42 Most commonly used Machine Learning Algorithms (With Code Samples). (Arificial Intelligence Book 1)  ,[],11.0,5,415,Australia
Tips and Tricks For Machine Learning: Tricks for a lifetime  ,[],34.0,5,232,Australia
"Machine Learning with Python: Keras, PyTorch, and TensorFlow: Unlocking the Power of AI and Deep Learning  ",[],53.0,5,239,Australia
Introduction to Natural Language Processing  ,[],140.0,3,198,Australia
The Hundred-Page Machine Learning Book en español (Spanish Edition)  ,[],61.0,4,215,Australia
"Uncertainty for Safe Utilization of Machine Learning in Medical Imaging: 5th International Workshop, UNSURE 2023, Held in Conjunction with MICCAI 2023, ... Notes in Computer Science Book 14291)  ",[],75.0,1,430,Australia
How To Make Money Blogging: How I Replaced My Day-Job and How You Can Start A Blog Today (Blogging Guide Book 1)  ,[],0.0,3,36,Australia
Machine Learning Engineering in Action  ,[],67.0,5,122,Australia
"Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control  ",[],64.0,1,96,Australia
"Generative Deep Learning: Teaching Machines to Paint, Write, Compose and Play  ",[],85.6713723726437,5,139,Australia
PYTHON PROGRAMMING AND MACHINE LEARNING: The ultimate guide for beginners to learn Python and mastering the fundamentals of ML + tools and tricks.  ,[],0.0,1,206,Australia
Artificial Intelligence and Machine Learning for Women's Health Issues  ,[],331.0,2,269,Australia
"Machine Learning in Medical Imaging: 14th International Workshop, MLMI 2023, Held in Conjunction with MICCAI 2023, Vancouver, BC, Canada, October 8, 2023, ... Notes in Computer Science Book 14348)  ",[],101.0,5,345,Australia
"Machine Learning, revised and updated edition  ",[],31.0,1,374,Australia
"Python Machine Learning: Machine Learning and Deep Learning with Python, scikit-learn, and TensorFlow 2, 3rd Edition  ",[],83.0,2,306,Australia
Advances in Financial Machine Learning  ,[],69.0,1,466,Australia
Deep Learning with Python  ,[],75.0,3,300,Australia
Green Machine Learning Protocols for Future Communication Networks  ,[],76.0,1,271,Australia
Linked Data: A Geographic Perspective  ,[],0.0,4,443,Australia
The Hundred-Page Machine Learning Book  ,[],239.0,2,384,Brazil
"Hands-On Machine Learning with Scikit-Learn, Keras, and Tensorflow: Concepts, Tools, and Techniques to Build Intelligent Systems  ",[],398.0,1,10,Brazil
Mathematics for Machine Learning  ,[],320.0,1,179,Brazil
Machine Learning for Absolute Beginners: A Plain English Introduction (Third Edition) (Machine Learning with Python for Beginners Book Series 1) (English Edition)  ,[],0.0,1,1,Brazil
"Machine Learning Design Patterns: Solutions to Common Challenges in Data Preparation, Model Building, and Mlops  ",[],307.0,5,85,Brazil
Deep Learning  ,[],618.0,4,231,Brazil
"Machine Learning Refined: Foundations, Algorithms, and Applications (English Edition)  ",[],378.0,3,458,Brazil
Reliable Machine Learning: Applying Sre Principles to ML in Production  ,[],350.0,3,296,Brazil
Probabilistic Machine Learning: An Introduction  ,[],683.0,1,480,Brazil
"Machine Learning For Absolute Beginners: A Plain English Introduction (Second Edition) (AI, Data Science, Python & Statistics for Beginners) (English Edition)  ",[],0.0,5,103,Brazil
Probabilistic Machine Learning: Advanced Topics  ,[],812.0,4,470,Brazil
"Hands-On Machine Learning with Scikit-Learn, Keras, and Tensorflow: Concepts, Tools, and Techniques to Build Intelligent Systems  ",[],467.0,4,58,Brazil
Introduction to Machine Learning with Python: A Guide for Data Scientists  ,[],343.0,3,120,Brazil
Designing Machine Learning Systems: An Iterative Process for Production-Ready Applications  ,[],93.19632844008389,1,493,Brazil
Machine Learning with Python: A Practical Beginners’ Guide (Machine Learning with Python for Beginners Book Series 2) (English Edition)  ,[],21.0,4,246,Brazil
Advances in Financial Machine Learning  ,[],296.0,1,24,Brazil
Machine Learning for Kids: A Project-Based Introduction to Artificial Intelligence  ,[],206.0,2,277,Brazil
AI and Machine Learning for Coders: A Programmer's Guide to Artificial Intelligence  ,[],206.0,4,142,Brazil
Machine Learning: An Introduction to Supervised and Unsupervised Learning Algorithms (English Edition)  ,[],0.0,5,350,Brazil
"Machine Learning for Time-Series with Python: Forecast, predict, and detect anomalies with state-of-the-art machine learning methods  ",[],357.0,1,247,Brazil
Machine Learning: 4 Books in 1: Basic Concepts + Artificial Intelligence + Python Programming + Python Machine Learning. A Comprehensive Guide to Build ... Using Python Libraries (English Edition)  ,[],0.0,3,461,Brazil
Feature Engineering for Machine Learning: Principles and Techniques for Data Scientists  ,[],191.0,4,448,Brazil
Grokking Machine Learning  ,[],368.0,3,68,Brazil
Introduction to Machine Learning: A Beginner's Guide in Plain English (English Edition)  ,[],0.0,3,414,Brazil
The Kaggle Book: Data analysis and machine learning for competitive data science  ,[],357.0,1,208,Brazil
Machine Learning Engineering  ,[],20.384246560791375,2,308,Brazil
Applied Machine Learning and AI for Engineers: Solve Business Problems That Can't Be Solved Algorithmically  ,[],444.0,5,240,Brazil
"Reinforcement Learning, Second Edition: An Introduction  ",[],611.0,5,193,Brazil
"Python Machine Learning: Machine Learning and Deep Learning with Python, scikit-learn, and TensorFlow 2  ",[],410.0,5,258,Brazil
A Primer to the 42 Most commonly used Machine Learning Algorithms (With Code Samples). (Arificial Intelligence Book 1) (English Edition)  ,[],24.0,5,422,Brazil
Deep Learning with Python  ,[],310.0,1,109,Brazil
